QNUM,CLUS,SELEC,TRLHD,SEASON,PRTYREP,ORIGIN,WEIGHT,TRAVEL,NUMHORS,HORSFED,HRSHNDL,FISH,HUNT,HIKE,NATUR,MTNCLM,RAFT,SWIM,PHOTO,OTHACT,NUMACT,GRIZOBS,BEAROBS,SUMBEAR,ELKOBS,DEEROBS,GOATOBS,MOOSOBS,SHPOBS,OTHROBS,NUMWOBS,SHOT1,SHOT2,SHOT3,STAY,FIRE,OUTFTR,MAPS,TYPMAP,SOLE,VISIT,AGEFST,PARENT,NEWAREA,EXPBOB,NUMBOB,AQUAL,DIFF,LOCCHO,WHOCHO,TIMCHO,TRLINF1,TRLINF2,TRLINF3,RESTRL1,RESTRL2,RESTRL,OTHRTRL,RESREJ1,RESREJ2,FSINFO,FSCONT,QUALINF,NUMVIS,NUMDAYS,SCENRY,FSHIMP,HUNTIMP,RELAX,EXERCZ,ESCAPE,DEVSKL,SOLTUD,CHALNG,AVDMEC,OTHRES,SATIS,HIPT1,HIPT2,HIPT3,LOPT1,LOPT2,LOPT3,SOLSTD,CAMPSOL,ESTCAMP,REJCOND,RESCOND,REJLOC,RESLOC,CMPSRCH,PROBCMP,TYPCMP,CROWD,NUMSEEN,LRGSEEN,HRSSEEN,NUMCMP,VISWLD,WCHWLD,HOWFAR,OFFTRL,LOOP,CRDPROB,CRDSPOT,WEAR,LITTER,WRONG,HITRHL,LOTRAIL,TRLLESS,TREES,SMLBRG,BIGBRG,PRIVY,FRPLC,FRRING,NATFIRE,CORRAL,NOHORSE,NOFIRE,TABLE,RATION,NOGRAZ,REQREG,NATFSH,SZLIMT,FT200,RMVRNG,EXSIGN,BURY,PWRSAW,GUIDBK,ACCMAP,ASSIGN,DNWOOD,FSHEAT,PAKOUT,WLDRNG,METRNG,COMENT,WLDIMP,BESTWLD,BESTREC,AGAIN,SIZE,LITBOY,LITGIRL,BOYS,GIRLS,FELLAS,GALS,MEN,WOMEN,TYPGRP,CLUB,TYPCLUB,NUMCLUB,CURRES,CHLRES,EDUC,STUDNT,OCCUP,FINCMT,MGTCMT,CMPCOD,CMPLIT,HMANUR,BAREGND,CMPREM,FWOODSC,TREEDGD,GRAZSCR,CMPOTHR,CMPLOCN,PORLOCN,WATLOCN,OCCLOCN,TRLLOCN,OTHLOCN
45,8,1,16,1,1,599,100,4,2,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,0,5,1,2,1,1,2,10,2,1,2,3,2,,1,,3,3,0,0,5,6,7,2,15,0,1,,,4,11,2,2,2,1,3,1,3,1,1,1,9,2,1,0,0,22,0,0,0,,,,,,,,,,3,0,0,0,0,2,1,12,0,1,1,,2,3,0,4,9,3,1,2,3,4,1,3,3,4,1,1,1,3,4,2,3,3,4,3,1,1,1,1,3,1,3,3,3,1,1,0,1,9,9,9,2,0,0,0,0,2,0,0,0,2,1,,,4,3,16,1,30,2,24,,,,,,,,,,,,,,,
47,8,1,16,1,1,594,100,1,,,,2,1,2,2,1,1,1,2,2,5,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,10,2,3,2,4,2,,1,,5,4,0,0,3,5,6,1,,,2,1,1,1,7,1,2,3,1,1,1,2,1,1,1,9,1,10,1,23,9,22,0,0,1,4,1,,2,5,2,1,2,3,3,0,2,1,2,1,25,0,1,1,,1,1,0,3,1,1,1,4,3,4,1,1,3,2,2,9,1,3,4,3,1,4,1,1,3,1,2,3,3,4,4,3,3,2,1,3,1,4,4,7,4,0,0,0,0,3,0,1,0,2,2,4,1,4,4,17,1,10,,,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1
48,8,1,16,1,2,594,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,1,2,20,1,1,1,,,,2,2,,,,,,,,,,,1,,,1,5,1,2,3,1,3,1,2,3,3,3,9,1,10,1,0,9,0,0,0,1,4,1,,1,,2,1,2,3,3,1,1,1,2,1,16,0,1,1,,1,1,0,2,2,3,2,2,3,2,1,3,3,2,2,1,1,3,2,3,3,3,1,2,3,1,4,3,3,1,1,3,3,3,1,0,1,7,6,6,4,0,0,0,0,3,0,1,0,2,1,,,5,5,17,2,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,8,1,16,1,2,599,100,1,,,,2,1,2,2,1,1,1,2,2,5,1,1,1,1,2,1,1,1,2,1,1,1,1,6,1,1,2,9,1,2,10,2,3,2,2,1,2,1,,5,12,0,0,2,3,6,1,,,2,1,1,0,6,1,1,3,1,1,1,3,1,2,1,9,1,1,10,13,13,0,0,0,1,3,1,,2,5,2,2,1,3,0,0,0,1,2,5,99,99,1,1,,1,1,29,4,3,3,2,2,3,2,1,3,1,3,1,3,3,3,3,3,4,3,1,1,3,1,1,3,3,1,3,3,3,3,1,1,1,4,4,7,4,0,0,0,0,3,0,1,0,2,2,1,1,4,1,17,1,10,1,25,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2
50,8,1,16,1,1,125,100,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,11,2,1,2,3,2,2,26,1,1,1,,,,1,,5,3,0,0,3,7,0,2,8,0,2,3,1,1,11,1,3,3,1,2,1,2,1,1,2,9,1,10,1,23,22,4,0,0,2,2,1,,2,2,2,1,2,3,12,3,8,8,2,1,81,0,2,2,7,4,1,10,4,3,3,2,4,3,1,1,1,3,4,3,3,2,3,4,3,2,3,4,3,2,1,3,3,3,1,3,3,3,3,2,0,1,3,3,4,2,0,0,0,0,1,1,0,0,1,2,8,2,2,1,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1
55,8,1,16,1,2,1,100,4,10,5,7,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,6,1,4,1,,1,2,14,2,2,2,99,3,9,1,,5,1,12,,4,7,0,1,,,1,,,5,25,9,9,9,9,9,9,9,9,9,9,1,1,30,0,0,21,0,0,0,1,5,1,,1,,1,1,2,9,0,0,0,6,1,1,16,0,1,1,,9,9,0,1,3,3,1,1,1,1,1,1,9,1,1,1,1,9,1,1,3,1,1,2,1,1,2,2,1,1,2,1,3,1,1,0,1,4,4,1,8,1,0,3,1,1,1,1,0,2,1,,,4,1,12,1,60,,13,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
56,8,1,16,1,2,1,100,4,8,5,5,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,2,1,,1,1,,,,,,,,2,1,,,,,,,,,,,1,,,1,5,1,3,3,2,3,2,2,2,2,1,9,1,1,10,0,21,39,0,0,1,2,1,,1,,1,1,2,3,0,0,0,2,2,1,17,0,1,1,,1,2,0,1,2,3,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,1,1,2,1,3,2,1,2,1,1,2,3,1,1,0,2,4,5,6,8,1,0,3,1,1,0,1,1,2,1,,,3,3,10,1,72,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,7,1,8,1,2,982,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,,,,,,,,2,3,,,,,,,,,,,2,2,2,2,5,2,1,3,1,1,2,2,2,1,2,9,2,4,7,0,10,0,0,0,1,3,2,2,2,5,2,1,3,3,4,1,1,99,9,1,99,99,9,1,,4,9,10,2,2,2,2,1,3,2,1,1,9,2,3,1,1,1,2,3,9,2,1,1,3,1,3,3,3,1,3,1,3,2,1,3,2,5,6,6,3,1,0,0,0,2,0,0,0,2,1,,,4,4,17,1,10,,,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1
58,6,1,8,1,1,982,100,1,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,,,,,,,,2,2,3,4,0,0,9,9,9,1,,,1,1,2,1,4,2,1,3,1,1,2,2,2,2,2,9,2,27,0,0,18,0,0,0,1,2,2,2,1,,1,9,1,3,3,2,2,2,2,1,26,0,1,1,,1,1,0,4,3,9,1,3,9,1,1,3,9,2,2,2,9,3,2,3,1,9,1,3,2,3,3,3,3,1,3,3,3,9,1,0,1,9,3,6,3,1,0,0,0,2,0,0,0,3,1,,,2,4,17,1,10,,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
62,6,1,1,1,1,596,100,4,18,5,4,2,1,2,1,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,6,1,2,1,,1,1,,,,,,,,2,1,,,,,,,,,,,1,,,1,7,1,2,9,1,9,1,9,1,1,1,9,1,10,0,0,0,0,0,0,1,9,1,,1,,1,1,2,3,40,1,5,99,2,2,67,0,1,1,,2,1,0,3,3,9,3,3,3,3,1,3,1,3,1,1,1,3,1,3,1,1,1,1,3,3,3,3,3,1,3,3,3,3,2,0,1,7,7,7,16,4,2,3,0,0,3,2,2,3,1,,,3,1,8,1,51,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,6,1,1,1,2,594,100,1,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,,1,1,,,,,,,,2,2,,,,,,,,,,,1,,,1,3,1,2,3,1,2,1,3,2,2,1,9,1,4,10,0,38,0,0,0,3,1,1,,1,,1,1,2,4,5,0,3,2,2,2,16,0,1,1,,6,3,17,3,4,1,1,2,3,3,1,3,4,2,2,2,1,1,2,3,1,3,2,3,3,1,2,3,3,1,3,3,3,4,1,0,1,5,4,7,3,0,0,3,0,0,0,0,0,3,1,,,5,6,11,1,72,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,6,1,1,1,1,594,100,1,,,,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,2,8,1,2,2,6,2,3,1,,4,1,4,0,2,4,6,1,,,1,,,1,5,2,1,3,1,1,1,2,2,2,2,9,2,23,0,0,9,0,0,0,2,4,1,,2,5,1,1,2,4,5,1,1,2,2,2,18,0,1,1,,3,2,0,3,1,3,2,2,2,1,1,3,2,1,3,1,1,3,1,4,3,2,1,2,3,3,1,2,2,1,3,3,3,3,2,0,1,3,3,4,3,0,0,3,0,0,0,0,0,3,1,,,5,5,12,1,92,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
68,6,1,1,1,1,596,100,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,1,,,,,,,,1,,4,4,0,0,5,0,0,1,,,1,,,1,1,1,3,1,3,1,1,2,2,3,1,9,2,10,12,0,1,0,0,0,,,,,,,,,,5,4,1,1,0,2,2,9,0,1,2,16,2,2,0,1,3,3,3,2,4,2,2,2,3,2,2,4,2,3,2,2,2,3,2,2,2,3,2,4,3,3,3,3,3,2,1,0,2,4,3,4,1,0,0,0,0,0,0,1,0,,1,,,4,5,16,1,10,,,,,,,,,,,,,,,,,
71,6,1,1,1,2,553,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,4,3,1,2,1,1,2,20,1,3,1,,,,2,2,,,,,,,,,,,2,3,1,1,5,1,2,9,2,2,2,2,2,1,1,9,1,10,0,0,23,27,0,1,1,2,2,8,1,,1,1,2,3,3,0,3,3,2,2,21,0,2,1,,2,2,0,1,3,1,1,1,3,2,1,3,3,2,3,3,1,3,9,3,1,3,1,3,3,1,3,3,3,1,3,3,3,3,2,0,1,6,5,6,6,0,1,0,1,1,1,1,1,1,1,,,5,4,17,1,10,,,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1
72,6,1,1,1,2,553,100,1,,,,2,1,2,1,1,1,2,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,9,1,2,99,3,9,1,,,,2,2,,,,,,,,,,,1,,,1,5,1,3,3,2,2,2,2,2,2,1,1,1,27,0,0,66,0,0,0,1,3,1,,1,,1,1,2,3,4,3,3,3,2,2,21,0,2,1,,2,2,0,4,3,3,2,3,3,4,4,2,1,2,1,2,4,3,3,2,2,1,3,2,3,3,3,3,3,1,3,2,3,3,2,3,1,4,4,7,6,0,1,0,1,1,1,1,1,1,1,,,4,4,11,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,6,1,1,1,2,553,100,1,,,,2,1,1,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,,,,,,,,1,,4,3,4,0,1,7,0,1,,,2,1,1,2,5,1,2,3,1,1,1,2,2,1,3,9,1,23,10,1,23,16,17,99,1,2,1,,2,5,1,1,2,3,6,1,4,3,2,2,21,0,2,1,,2,2,0,9,9,3,2,2,3,2,1,2,9,9,2,1,1,3,2,3,1,2,1,1,3,1,3,3,3,1,3,2,3,3,2,16,2,9,6,7,6,0,1,0,1,1,1,1,1,2,1,,,5,5,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
74,6,1,1,1,1,553,100,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,9,2,1,,,,,,,,1,,4,4,0,0,1,0,0,1,,,2,1,2,0,5,1,3,3,2,2,1,2,2,2,1,9,2,27,0,0,23,16,0,0,1,2,1,,1,,1,1,2,3,6,1,2,3,2,2,20,0,2,1,,2,2,0,4,2,1,2,2,3,2,1,3,1,2,2,1,1,3,2,3,1,2,1,1,3,1,3,3,3,1,3,2,3,3,2,0,2,9,9,6,6,0,1,0,1,1,1,1,1,2,1,,,5,5,16,1,30,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,6,1,1,1,1,596,100,1,,,,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,3,1,2,4,2,1,2,1,2,,1,,4,3,0,0,1,0,0,1,,,1,,,4,15,1,9,9,1,2,2,9,9,9,9,9,1,5,0,0,31,0,0,3,,,,,,,,,,3,3,0,2,0,2,2,8,0,1,1,,1,2,0,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,0,1,3,3,3,6,1,1,0,0,2,2,0,0,1,1,,,4,2,17,1,30,1,,,,,,,,,,,,,,,,
76,6,1,1,1,2,660,100,1,,,,1,1,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2,2,1,2,20,1,3,1,,,,2,2,,,,,,,,,,,1,,,1,1,1,9,9,1,2,1,1,1,9,1,9,2,34,23,1,13,0,0,0,,,,,,,,,,3,3,0,0,0,2,2,6,0,1,1,,3,2,10,4,3,3,3,2,3,3,1,3,3,3,3,3,4,3,4,3,1,3,3,3,1,1,3,3,3,4,3,3,3,2,1,9,1,7,3,7,6,1,1,0,0,2,2,0,0,1,1,,,4,2,17,2,10,,,,,,,,,,,,,,,,,
77,6,1,1,1,2,660,100,1,,,,1,1,2,2,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,10,1,1,1,,,,1,2,,,,,,,,,,,1,,,2,2,1,3,3,1,2,2,3,2,3,3,1,1,10,0,0,49,13,0,0,,,,,,,,,,3,5,1,1,0,2,2,7,0,2,1,,3,2,10,3,2,1,2,3,3,2,1,2,9,1,3,4,3,3,3,3,2,1,3,3,3,3,4,3,3,2,3,3,3,3,1,0,1,3,3,5,6,1,1,0,0,2,2,0,0,2,1,,,4,6,17,1,10,,,,,,,,,,,,,,,,,
78,6,1,1,1,1,594,100,1,,,,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,9,1,1,,,,,,,,2,2,,,,,,,,,,,1,,,1,2,1,2,3,2,2,1,1,2,1,2,9,1,1,7,0,22,0,0,1,4,4,1,,2,5,2,1,2,2,8,1,2,1,2,2,14,0,1,1,,2,2,10,4,2,3,1,3,3,4,4,3,1,1,3,3,1,3,4,3,3,3,4,3,4,3,1,3,3,1,1,3,3,3,1,0,3,6,4,5,3,0,0,3,0,0,0,0,0,3,1,,,5,5,11,2,80,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
80,6,1,1,1,2,594,100,1,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,6,2,2,2,2,2,5,2,3,,,,,,,,,,,1,,,2,4,1,2,3,1,2,1,2,1,3,3,3,1,4,0,0,22,0,0,0,1,1,1,,1,,2,1,2,3,6,0,3,1,2,2,13,0,1,1,,2,1,10,4,2,1,1,4,3,1,1,1,2,1,3,2,1,3,2,2,1,3,4,3,4,1,4,3,3,1,1,2,3,3,1,22,1,6,4,6,3,0,0,3,0,0,0,0,0,3,1,,,5,5,11,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,6,1,1,1,1,596,100,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,1,2,23,9,1,1,,,,1,,1,12,0,0,1,4,7,1,,,1,,,2,2,1,3,3,1,1,2,3,2,3,2,9,2,10,0,0,13,22,4,0,,,,,,,,,,6,5,0,2,0,2,2,9,0,1,1,,5,1,10,1,3,3,1,3,3,1,1,3,3,3,3,3,1,3,2,3,1,2,3,3,3,1,3,3,3,1,3,1,3,3,1,0,1,4,4,4,2,0,0,0,0,1,1,0,0,3,1,,,1,6,16,1,10,,,,,,,,,,,,,,,,,
82,6,1,1,1,1,594,100,4,3,4,7,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,9,1,2,7,2,3,1,,,,1,,4,3,0,0,1,2,0,2,3,1,1,,,2,5,1,2,3,1,2,1,3,2,3,1,9,2,12,10,14,1,65,0,0,3,3,2,8,2,5,2,2,2,4,5,2,3,99,9,2,99,99,9,2,16,2,1,0,3,1,4,1,3,3,3,1,4,1,3,1,1,4,1,1,4,1,1,1,1,2,1,3,3,3,1,4,1,3,3,1,0,1,3,3,6,1,0,0,0,0,0,1,0,1,3,1,,,5,1,17,1,10,,,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1
83,6,1,1,1,1,598,100,4,3,4,7,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,99,2,3,1,,,,1,,4,3,7,0,1,5,6,2,15,15,1,,,2,5,1,2,3,1,2,1,2,1,2,1,9,1,12,10,0,67,68,0,1,2,3,1,,2,5,1,1,2,3,4,0,1,1,2,2,14,2,1,1,,2,1,0,3,1,3,1,3,3,4,1,3,3,3,1,3,2,3,4,3,3,2,1,3,1,1,4,3,3,1,3,3,3,3,1,0,1,5,5,7,2,0,0,0,0,0,1,0,1,3,2,2,1,4,4,17,1,10,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
84,6,1,1,1,1,596,100,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,9,1,2,,1,2,23,1,1,2,2,2,,1,,3,4,0,0,4,0,0,1,,,1,,,2,8,1,2,3,1,1,1,3,1,1,1,9,3,20,7,0,15,0,0,1,1,1,1,,1,,1,1,2,6,12,0,2,99,2,2,10,0,1,1,,2,2,10,3,1,2,1,4,3,1,1,4,3,2,3,1,4,1,4,2,1,3,1,1,2,1,4,3,3,1,1,3,3,3,2,0,1,1,1,4,2,0,0,0,0,1,1,0,0,1,1,,,4,5,16,1,10,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,6,1,1,1,1,598,100,1,,,,1,1,2,2,1,1,1,2,1,3,1,1,1,2,2,1,1,1,1,2,1,1,1,24,3,9,2,2,9,2,20,1,1,1,,,,1,,4,3,0,0,7,0,0,2,15,,1,,,4,30,9,9,9,9,9,9,9,9,9,9,1,2,12,23,19,31,0,0,0,1,4,2,8,2,5,2,1,3,6,10,1,7,5,2,2,99,99,2,2,2,2,2,0,4,3,3,2,1,3,1,1,1,3,1,3,3,1,3,4,3,3,3,3,3,1,1,1,3,3,4,3,3,3,3,2,0,3,3,3,4,2,0,0,0,0,2,0,0,0,5,1,,,4,4,17,2,99,,,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2
87,6,1,1,1,1,598,100,1,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,16,1,3,1,,,,2,2,,,,,,,,,,,1,,,10,15,9,9,9,9,9,9,9,9,9,9,1,1,0,0,0,24,0,0,0,4,1,1,,1,,1,1,2,3,2,0,1,99,9,2,99,99,9,1,,3,1,40,2,2,9,2,2,2,1,1,1,2,1,3,2,9,2,3,2,9,2,2,3,1,1,2,2,3,1,3,2,3,2,1,0,1,9,9,9,4,0,0,1,1,2,0,0,0,3,1,,,4,4,15,2,80,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,6,1,1,1,2,598,100,1,,,,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,8,1,2,10,2,3,2,3,2,,1,,3,3,0,0,7,0,0,2,6,0,1,,,3,8,1,1,3,2,2,1,3,1,2,1,1,2,10,33,0,22,4,0,1,1,2,1,,1,,1,2,3,3,6,0,1,1,2,2,25,0,1,1,,3,2,10,4,3,3,2,4,4,1,1,4,3,4,1,1,4,3,1,1,1,1,1,2,3,1,2,3,3,1,2,3,3,1,1,19,1,3,3,6,3,0,0,2,0,0,0,1,0,5,1,,,4,5,17,1,10,,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,6,1,1,1,1,800,100,1,,,,1,1,2,2,1,1,2,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,21,1,1,1,,,,1,,3,3,0,0,1,0,0,2,3,0,1,,,4,5,2,3,3,2,2,1,2,1,2,1,9,3,10,0,0,13,22,18,0,9,9,9,9,9,9,9,9,9,4,12,2,2,1,2,2,14,0,1,1,,4,1,10,1,3,3,2,1,1,1,1,1,3,1,3,4,1,3,1,3,3,2,3,3,1,3,1,2,3,1,1,3,1,3,1,3,2,3,1,1,1,0,0,0,0,1,0,0,0,,1,,,5,6,15,2,80,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,6,1,1,1,1,594,100,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,,1,2,20,1,3,2,1,2,9,2,2,,,,,,,,,,,1,,,3,3,1,3,3,1,1,2,3,2,2,2,9,2,7,10,0,13,15,0,1,,,,,,,,,,3,5,0,1,0,2,2,9,0,1,1,,1,1,0,4,3,3,2,2,4,4,1,2,1,2,1,1,1,3,1,3,1,1,1,3,3,1,4,3,3,1,1,1,3,2,9,43,1,4,3,5,5,3,0,0,0,1,1,0,0,2,1,,,1,5,16,1,10,,,,,,,,,,,,,,,,,
91,6,1,1,1,1,594,100,1,,,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,2,12,1,9,2,1,9,5,1,,3,4,0,0,2,4,0,1,,,1,,,1,1,2,2,3,2,2,1,2,1,2,2,9,1,12,53,0,13,0,0,0,,,,,,,,,,3,4,0,1,0,2,2,7,0,1,1,,3,1,0,3,1,1,1,2,3,2,1,3,1,2,3,1,1,3,1,3,1,3,1,1,1,1,3,3,9,1,3,1,3,3,1,0,1,4,4,5,5,3,0,0,0,1,1,0,0,2,1,,,1,1,16,1,30,,,,,,,,,,,,,,,,,
92,6,1,1,1,1,599,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,2,2,2,10,2,3,1,,,,2,2,,,,,,,,,,,1,,,3,7,2,1,1,2,3,3,3,3,2,3,9,2,23,57,0,0,0,0,2,,,,,,,,,,6,6,0,2,0,2,2,9,0,1,1,,2,2,0,4,2,2,2,4,3,4,4,3,2,4,1,1,4,4,1,4,1,1,1,2,4,3,3,3,3,4,3,1,2,3,1,0,3,4,2,3,7,2,1,0,0,2,2,0,0,1,2,5,2,3,2,16,1,10,,,,,,,,,,,,,,,,,
93,6,1,1,1,2,599,100,1,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,1,,2,2,10,2,2,1,,,,2,2,,,,,,,,,,,1,,,1,0,1,3,3,1,2,2,3,3,3,3,9,2,10,23,0,13,15,0,5,,,,,,,,,,6,5,0,1,0,2,2,8,0,1,1,,3,1,0,3,1,3,1,3,3,3,1,3,1,1,3,3,2,3,3,3,1,2,1,2,3,1,3,3,3,2,3,2,3,3,1,0,1,4,3,5,7,2,1,0,0,2,2,0,0,1,1,,,3,1,16,1,41,,,,,,,,,,,,,,,,,
94,6,1,1,1,2,596,100,1,,,,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,5,1,2,1,2,2,12,2,3,2,2,3,3,1,,4,4,0,0,5,0,0,1,,,1,,,1,1,1,3,3,2,2,1,3,2,3,1,9,4,16,0,0,4,31,22,0,,,,,,,,,,5,14,0,7,0,2,2,8,0,1,2,16,5,2,10,4,3,3,3,3,3,2,2,2,3,1,3,3,1,3,3,3,3,3,2,3,3,1,2,2,3,3,2,3,3,3,1,0,1,4,1,5,7,2,1,0,0,2,2,0,0,1,1,,,4,4,16,1,30,,,,,,,,,,,,,,,,,
95,6,1,1,1,1,596,100,4,6,4,7,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,,1,2,18,1,3,2,99,1,2,1,,4,1,0,0,1,2,7,2,8,0,1,,,2,10,2,2,3,1,3,2,3,3,3,2,9,2,21,22,0,0,0,0,0,1,4,1,,2,9,1,1,2,6,0,0,0,1,2,2,99,99,9,1,,2,2,0,2,2,3,2,2,2,3,1,1,2,3,1,1,1,3,3,3,2,3,3,3,1,3,1,2,2,1,2,3,3,2,1,0,1,4,3,7,3,0,0,0,0,0,0,1,2,1,1,,,1,1,12,1,40,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
96,6,1,1,1,2,599,100,4,5,4,7,2,1,2,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,1,,1,2,20,1,2,1,,,,2,2,,,,,,,,,,,1,,,7,2,1,2,3,2,3,3,3,3,3,3,9,1,5,12,10,38,0,0,98,1,1,1,,1,,1,1,2,6,3,999,1,1,2,2,26,0,1,1,,1,1,0,3,1,1,1,4,3,1,1,1,1,4,1,1,4,4,1,3,2,4,1,1,1,1,2,3,3,1,3,1,3,4,1,0,1,6,4,5,3,0,0,0,0,0,0,1,2,1,2,5,1,3,2,12,1,41,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,6,1,1,1,2,596,100,4,2,1,9,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,99,9,1,1,,1,2,24,1,2,2,30,2,3,1,,9,99,99,99,1,6,0,1,,,1,,,4,6,1,1,9,1,9,2,9,9,9,9,9,1,36,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,7,2,999,999,99,2,2,1,13,1,9,99,9,9,0,9,3,1,1,2,3,1,1,4,2,3,1,1,3,3,3,2,1,1,1,3,1,1,1,3,3,1,1,2,3,3,1,12,1,4,4,5,2,0,0,0,0,0,0,1,1,1,1,,,9,4,12,1,50,,,,,,,,,,,,,,,,,
